m,targetID,used,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
8,10,,0.0010174854057195106,0.0010174855546172285,0.0010174857943883993,0.0010174861804879407,0.001017486802191585,0.0010174878032305564,0.0010174894152225687,0.0010174920121613215,0.0010174961986531771,0.001017502965906326,0.0010175138890117028,0.0010175315282305575,0.0010175600241962104,0.0010181153997727008,0.001028031993920707,0.0010551788963306743,0.0011036032341151512,0.0011785522605366101,0.001328311147494127,0.0017224461339758656,0.002679001371006871,0.005427086183826798,0.019671661483503373,0.18038020409969968,0.9811743642258853,4.018741722054484,14.178051797487484,37.636489011672,75.08278896515914,127.32250797691167
8,11,,0.0010006278270766461,0.0010006278356025193,0.001000627849331735,0.001000627871440223,0.0010006279070428961,0.0010006279643782663,0.0010006280567181347,0.0010006282054482352,0.001000628445043395,0.0010006288311169098,0.001000629453482517,0.0010006304574528555,0.001000632078829386,0.0010006392530954502,0.0010013794266084237,0.0010049113805190853,0.0010122213529490784,0.0010253001883551867,0.0010463075478428152,0.0010909969960712937,0.0012159716237046818,0.001572511129921011,0.0037357437112680854,0.7564673178763033,10.722890426840879,39.179198746813725,85.18310362493088,156.86323870083788,266.6462869646076,431.5047128420159
8,12,True,0.001443061841874771,0.0014430864199788678,0.0014431260167988666,0.0014431898042551918,0.0014432925377534703,0.0014434579551981972,0.0014437242804922412,0.0014441532147896037,0.0014448447501534307,0.0014459616310360313,0.0014477787305191539,0.001450810274693138,0.0014557788274069264,0.0014640504601385223,0.0014784600395445005,0.0015039983972218827,0.0015668354531970972,0.0017418260336463211,0.002729088028779471,0.008035581396073342,0.053884680456240536,0.24540503433807315,0.47384561841669903,0.3563489139594671,0.11420049337976496,0.019053912612786446,0.00444244589020196,0.0019793355930956525,0.0013544882462831838,0.0011329539575155435
8,13,,0.0014224407767185294,0.0014224636496907262,0.0014225005401970383,0.00142256018692568,0.0014226565311540476,0.001422812025769535,0.0014230632203920794,0.0014234690791093978,0.001424124921490156,0.0014251966155963962,0.0014269471731131562,0.0014298701318577736,0.0014349795788191483,0.0014435244404833218,0.0014580002622237194,0.0014849199980755904,0.0015450354527869485,0.001752301804982342,0.003274312959207,0.01055431248198456,0.051967048756390646,0.17275120412317266,0.30640777038047423,0.3094785519327709,0.23898166005759547,0.15665279092696346,0.08710232948201277,0.03812116698755277,0.01785021042013796,0.010386453813797826
8,14,,0.0010677944875468973,0.001067797873406163,0.0010678033238299153,0.0010678121025490793,0.0010678262535119942,0.001067849215807489,0.0010678859719900889,0.0010679445019311925,0.0010680363671633213,0.0010681757550686719,0.0010684369795634669,0.0010688743229604082,0.0010696063605112297,0.0010796578584814152,0.001117921244981009,0.0011973513844597422,0.001364080562731086,0.0018400327601761754,0.004163080014272842,0.015343557419147605,0.0663632571642741,0.17906058415903445,0.25826200276872335,0.3067616694431276,0.340467773962593,0.36572644104675495,0.3851787279303276,0.3999649023209757,0.4107154021551918,0.41864058392583553
8,15,True,0.0010408033149844858,0.0010408045967952326,0.0010408066628829575,0.0010408099933259859,0.0010408153630258735,0.00104082403129929,0.0010408380461310424,0.001040860706027342,0.0010408974011983064,0.0010409569474635857,0.0010410540786634122,0.0010412123712913754,0.0010414716128160752,0.0010657512464762623,0.001143184828680165,0.0012838170210670117,0.001538470403110642,0.002087527795004949,0.0035128625315568288,0.007414024818198975,0.020999217919078106,0.11146691456441803,0.4403148793454698,0.875613169765539,1.331229001900109,1.8048857644569236,2.3222529747073337,2.8917029864952255,3.5179966246748835,4.143758770210229
8,16,,0.0010064447569332014,0.0010064449071843238,0.0010064451494333996,0.0010064455395598776,0.0010064461678730226,0.0010064471798921007,0.0010064488101818741,0.0010064514370202603,0.001006455670815055,0.0010064624978475423,0.0010064735153224175,0.0010064913728011875,0.0010065202695541202,0.0010126009866096262,0.0010353468760667846,0.0010806037151307728,0.0012957708029327328,0.0019611970586006643,0.003806423054720589,0.008583636464701151,0.022802217229363424,0.07938825151150483,0.3527276716783195,1.1808362567314903,3.2778252530593655,8.035689245570726,18.111997237422386,37.58062968670204,72.05507388487757,129.4573386172828
8,17,,0.0010006920244984628,0.0010006920398624069,0.0010006920646049874,0.0010006921044537912,0.001000692168638331,0.0010006922720376308,0.0010006924386548328,0.0010006927072535028,0.0010006931405308654,0.0010006938400918828,0.0010006949708385152,0.0010006968002526705,0.0010006997614385876,0.001003302773964197,0.0010144507383176783,0.0010338782051430003,0.001078764150130799,0.0011999848123363382,0.0014656291771332982,0.0020226537481735063,0.0033795874199234557,0.013945690205640928,0.7576959888364023,5.572803037377067,19.092648606965483,45.97492841235879,90.48587053824411,160.50488890825648,267.8710479806076,429.6005941263091
8,18,,0.0012795909961074983,0.0012796169338125287,0.0012796587038850398,0.0012797259739078532,0.001279834320291928,0.0012800088486740737,0.0012802900468010048,0.001280743269264455,0.0012814741668620085,0.0012826539406330117,0.0012845610801052066,0.001287651408461127,0.001292678458590022,0.0013009079837140501,0.0013145214386476095,0.001337436714304362,0.001377172810034124,0.0014718208763668539,0.002737055470617774,0.0321860291043606,0.21025788839254106,2.301024980227674,4.344090593246579,3.85797716613475,0.7339342052998546,0.030544009368705848,0.002764164644214151,0.001538377548273246,0.001148973097184709,0.0010235294557137628
8,19,,0.0014043209509021761,0.0014043414932257152,0.0014043745742285765,0.0014044278497412292,0.0014045136539536749,0.0014046518644800765,0.0014048745319183167,0.0014052333763165956,0.001405811967145851,0.0014067456201167056,0.0014082541815416563,0.0014106967910300432,0.00141466534193316,0.001421149391228556,0.0014333851894246202,0.001456508057649733,0.0015020532078291844,0.001606739665247726,0.002369079751867556,0.024552343936624997,0.3926943879355132,1.9067812289244594,3.814559968580865,3.7150211644297615,2.3167965386846414,0.6925540328293152,0.09843266094882958,0.016657771109355603,0.007289131160020507,0.0038250457146180926
8,20,,0.0012296207976302917,0.001229637654547762,0.0012296648035706231,0.0012297085334962044,0.001229778983554072,0.0012298925133132383,0.0012300755509902373,0.0012303708738428361,0.0012308479388923425,0.001231620085287595,0.0012328929030966228,0.0012350952856130248,0.0012387164860503672,0.0012447408166791191,0.0012549359553906485,0.0012738865033553805,0.0013120522018209356,0.0014422644363455718,0.0024709018983925567,0.017916410376826248,0.4859554668811176,1.8029167751387165,2.3536812948756896,2.286537077565471,1.8635028297305456,1.309643143113024,0.8087977131664636,0.4410737077173728,0.21262958944251895,0.11468310678929369
8,21,,0.0010263870072778538,0.00102638893999538,0.0010263920532701044,0.0010263970692452875,0.0010264051538009813,0.0010264181987502138,0.001026439271712175,0.0010264732934272569,0.0010265282144663402,0.001026617351204957,0.0010267632020610495,0.001027004336286618,0.0010274042332249283,0.0010291911588239688,0.001045868171402146,0.001091864632787919,0.0011920174723406961,0.0014317139992635881,0.002935178175910093,0.029842778043797282,0.5415847684097775,1.8900714191590435,2.7121393407433136,3.1234917886043188,3.4032862208461636,3.6156563786282243,3.7798941368865178,3.907108513295923,4.004780683081305,4.076171008005381
8,22,True,0.0010079803706247081,0.0010079808205348034,0.0010079815480353806,0.00100798272880504,0.001007984637298462,0.001007987716194658,0.0010079926815448371,0.0010080006930389216,0.0010080136352667345,0.0010080346002436155,0.0010080686950138377,0.0010081242404063602,0.0010082151274007957,0.0010105857669154492,0.0010335372974371226,0.0011092270215493681,0.0013760197801100046,0.0020843622707432457,0.004637849390434146,0.019414392897158118,0.13746389258667255,1.1060683208403828,3.6051429576722382,7.52852611323395,12.93240264099595,19.982320070593598,28.97478324546881,40.26141198379572,54.08943344939564,70.63722313451943
8,23,,0.001000215609013097,0.001000215615248412,0.001000215625289692,0.0010002156414608302,0.001000215667505899,0.0010002157094590389,0.001000215777050273,0.0010002158859825105,0.0010002160616326122,0.0010002163451011585,0.0010002168031902313,0.0010002175450925354,0.0010002187509185194,0.0010009735226909897,0.0010062811801833471,0.0010224942176213457,0.0011371516922343053,0.0014831922662335672,0.0027612246731884096,0.00858171845859505,0.0854898806234062,1.4891626448921529,5.850782191682738,14.460733105040877,29.742728895846625,55.68412649691334,98.25392127326496,166.39644930128787,273.84228376931253,441.43551118815515
8,24,,0.0012109326041962456,0.0012110397464917956,0.0012112123077863747,0.0012114902652033764,0.001211938079138613,0.0012126597730046055,0.0012138234373522668,0.001215701251393206,0.0012187355273625348,0.001223648861914218,0.00123163232352294,0.0012446770176362475,0.0012661872791682115,0.0013021961323787083,0.0013640209774935348,0.001474904157445286,0.0016901260827549866,0.0021790558851437557,0.003819546072939827,0.06491232950080063,1.9890571061002904,5.707494440276735,11.906935192495785,21.95008528668171,37.1834808381263,50.38437400144055,13.613601072265169,0.009457792949843015,0.001,0.001
8,25,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0012285752191093851,0.2842252237060411,2.657263003083301,6.715869045553618,13.165786042184545,22.72406908711113,28.211791569146204,10.14980203619401,0.5005310647217279,0.09603839154521446,0.03369717080889162,0.014889111681035492
8,26,,0.001003748150284746,0.0010037484050854316,0.0010037488154169905,0.0010037494762508766,0.001003750540606681,0.0010037522551213246,0.0010037550175555213,0.0010037594699973318,0.0010037666505083283,0.0010037782414219225,0.0010037969799678804,0.001003827348179476,0.0010038767611816716,0.0010042198007766086,0.0010148715724900236,0.0010545065296736875,0.0011640402230655722,0.0014397964405833603,0.0027658752784724375,0.08887915385338711,3.3946452963003555,10.102465485202481,18.644826375621165,27.49287548034129,34.640123951761396,38.93051652567988,41.62756208089701,43.50921373586317,44.93994192443882,46.076856252947486
8,27,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0010000236424208755,0.0010022523858963389,0.0010110079644497102,0.0010364297957000642,0.0011537669552419054,0.002420220602704652,0.15404173527931345,2.7433000004397883,7.25421777243495,14.443920230308459,26.051744077269756,44.73195723173409,74.49153709178155,120.74421090990207,191.26359015822138,296.79938874712195,452.4852973669732
8,28,,0.002964569922098802,0.0029654341007244495,0.002966918102446873,0.002969275447666038,0.0029729741515754256,0.0029787104834052866,0.0029881118981768943,0.0030036956752442995,0.0030308413789315726,0.003077249232416966,0.0031612876011911585,0.003358121573140967,0.003787143533940687,0.00464681948738836,0.006308436854302599,0.009465738272919196,0.013978858935581878,0.0195846503723848,0.021295195243253844,0.016880248442717134,0.00930939128471974,0.004721219945253777,0.00275673870809622,0.00186237991009418,0.0014581933168046812,0.0012648193999801323,0.0011582262949999388,0.001097801822478369,0.0010628524465504901,0.0010424981279640911
8,29,,0.003111685846071402,0.0031116991463039697,0.0031117205629806093,0.0031117550489675183,0.003112071066304702,0.003145272007715086,0.0031977040273893577,0.003279309569496322,0.003403034052510496,0.0035822308335019906,0.0038235161989698045,0.004117348100588357,0.004436474980323893,0.004747718842295024,0.005027202156528025,0.007877990945644741,0.014024996145948048,0.01328146784216658,0.011466359084642344,0.010069067115576955,0.008989536927428264,0.007662107470853851,0.001988778578222654,0.003926791055862481,0.01195848480214835,0.019381960082737657,0.025117970115419837,0.029697943655283193,0.03337442381137304,0.0363344584598007
8,30,,0.0028663703634252244,0.002867078768682194,0.0028682536822912507,0.0028702748409864184,0.0028736193429126297,0.0028796162270002495,0.0028898344688138376,0.002905632754932554,0.0029325029907577077,0.0029773344541369354,0.003062700026755536,0.0032311433104952264,0.003596632405241342,0.0043212299328626285,0.0056400011401749345,0.008129718108110313,0.012481198624342715,0.02012731886085625,0.027637401841368432,0.033138631885026276,0.03449451590147311,0.03207551104116112,0.02555286858170657,0.01719184010170169,0.010664603387365575,0.006388534140322374,0.003915833211116784,0.002445959838850034,0.001751836190139386,0.001415903994065799
8,31,,0.001049955815027249,0.0010513955997888955,0.0010550090276566135,0.001061556684671973,0.0010730483007031822,0.0010919144711697643,0.0011227741815787212,0.00117528456381125,0.0012750918488269015,0.0014461150402488511,0.0017272988695519083,0.002210279524234793,0.0030865369272150165,0.0045961641961216,0.007055672784110395,0.010874014819614168,0.01595568219774384,0.020913908734802564,0.024418849599439373,0.02715723404227456,0.0292701939762858,0.030898740651209292,0.03214223244768048,0.03308250370957231,0.03379818749708451,0.03433947207018686,0.034734732579462385,0.034974903583294546,0.03507358218465637,0.03505369166135716
8,32,,0.0010457185452503394,0.001045724042704975,0.0010457359686570464,0.0010457946146792292,0.0010517670465386487,0.0010782976959362095,0.0011346671850892742,0.0012343960405770329,0.0013966827320343236,0.001634724778218594,0.001981503788129805,0.0025023570771116003,0.0033253240582525106,0.004614858572888961,0.006483890368514645,0.009170469140237676,0.012809905420688114,0.017376441075928974,0.02313302532238911,0.030376590252371896,0.03942354617996847,0.05062089968982531,0.06433975414643801,0.08098795571862573,0.10084821298457618,0.12444169642956342,0.15229583740924882,0.18489271603263913,0.22282733097558166,0.26627014724660036
8,33,,0.008341062670374561,0.008341187138108873,0.008341387615515278,0.008341710578787208,0.008342231187982468,0.00834307070578279,0.008344428022938936,0.00834662382429129,0.00835016612741,0.008355874575936303,0.008373143239921102,0.008434992307218404,0.008528755838745327,0.008830502185018435,0.009150621566195779,0.009493811746818239,0.009895270746596258,0.01040026118311564,0.011082229005165992,0.012066529161863177,0.01356622463431469,0.01624523972190717,0.02239830792784682,0.045270429812245355,0.16750806380634273,0.7330945462042554,2.093784231279473,4.109017302458975,4.358745664315378,3.4333808273722553
8,34,,0.009619591184326993,0.009619692554934159,0.009619855792152257,0.009620118657162417,0.009620541965637037,0.009621223672345712,0.009622321577541924,0.009624089956817771,0.009626938709644019,0.009631529040362739,0.009638928636501716,0.009650864381155836,0.009670136569346925,0.009701304812220458,0.00975184232045268,0.009834127765398014,0.009969015072430526,0.01019259498664631,0.010570045941982681,0.011227245397122509,0.012434462948768318,0.014880641786534083,0.020948525259194908,0.04847424421647143,0.574252927369653,5.7056485324308515,28.172066312991312,44.5099400922474,52.72044234968803,56.05511023255061
8,35,,0.0027710857004407045,0.002771473885100259,0.002772099246892341,0.002773106979777457,0.002774731590681207,0.002777352648823457,0.002781585903001454,0.002788435809830707,0.0027995521133893446,0.0028179395239480514,0.002855052966749678,0.002939247300717287,0.003071974187697989,0.0033701058818368487,0.0038960689807678406,0.004889418092880163,0.007820078722660955,0.01936886229319987,0.071325728514733,0.16486221737280457,0.2586629269717736,0.3384573784519223,0.32984980501612743,0.18540027830320327,0.06732359940603669,0.01532745441520868,0.0038370559683931866,0.0019850723782337517,0.001416710858744967,0.001171744915407167
8,36,,0.0024377931634607377,0.002437942703575773,0.0024383346641301666,0.0024391839609951838,0.0024405570719393307,0.002442780809570396,0.0024464145593442806,0.0024523859562045323,0.0024625350198717493,0.002479373172334672,0.0025085288250142213,0.002560399419078433,0.002668298376811459,0.0028639163354559033,0.0032814692125112785,0.004424653307317322,0.009630993981810615,0.028691791517158293,0.07800374544231767,0.14238417868064088,0.1912690750396301,0.20883503585027507,0.20406631336198627,0.1821076392999374,0.1485090423175115,0.1128538604747587,0.07735106744729109,0.04708333836988349,0.025277869780599396,0.014246007787090335
8,37,,0.0010543562750034723,0.0010543659660896298,0.0010543816676806413,0.0010544242119947744,0.001056623874564822,0.0010610068355644635,0.0010680029235101151,0.0010803147390606234,0.0011209881617441938,0.001227875806712377,0.0014331749354600963,0.0018004449280860806,0.0024493654879889897,0.003574697524011112,0.005490269092586262,0.00900333799181276,0.016888471280187244,0.03490930723323408,0.062103494313109305,0.0928886608998632,0.1278375924825859,0.16621045306352863,0.20619105143980662,0.24624086008962046,0.28491559301698444,0.32166412921727555,0.356316966547828,0.38896240945554095,0.4199517085661595,0.4494268044332279
8,38,,0.0010095779203586229,0.0010095787164650877,0.0010095800003365302,0.0010095820767411377,0.0010095854424421432,0.0010095908889751109,0.0010095998014924704,0.0010096230278503458,0.0010237990869379318,0.0011039456600313456,0.001290576956056143,0.0016580306459593938,0.002359432646726157,0.0036721797225885973,0.005962953574316065,0.01005231238961198,0.017680850088432988,0.03128758132607352,0.05296643172068454,0.08749401375751195,0.14304914002891014,0.23284790936660418,0.3768846057400455,0.6022124709367744,0.9364375763869159,1.4073959762288062,2.047176891702636,2.888863144631186,3.979652613482715,5.280388968811422
8,39,,0.0010047370609382023,0.0010047371788635265,0.001004737368778326,0.0010047376746537761,0.0010047381673566542,0.0010047389611576333,0.0010047402404308754,0.0010047423027628314,0.0010104941141670372,0.0010879497865901768,0.0012975157497148058,0.001719391991473366,0.0025262082254598112,0.004023090164199504,0.006512415662983574,0.01064251285034321,0.01754068609571841,0.029009355719445178,0.047886953363654346,0.07953635586316755,0.13383764544982324,0.23067443316325706,0.4167806219822844,0.8303013655249317,1.9043365048155914,4.758021477191028,12.448245855655204,30.270943162831312,57.91050906675891,82.51020618857571
8,40,,0.001002471476032597,0.0010024715055794464,0.0010024715531586383,0.0010024716297762516,0.0010024717531575528,0.0010024719518515865,0.0010024722718472315,0.001002472787243883,0.0010025802585760292,0.0010267422173778243,0.0011403863287225283,0.0014144090489973079,0.0020076684353344224,0.003204248928146787,0.005185827606724588,0.00843422278012254,0.01377549345791186,0.022587763203751828,0.03730531550180048,0.06245823038707277,0.10707535470159274,0.19190331849006262,0.37812737809845637,1.00530273565872,4.998119622777838,30.834145782589506,106.81418261451564,210.39142365463707,307.58204665864935,365.1890936317431
8,41,,0.004336411078229608,0.004336949231214667,0.004337816046474777,0.004339212489419214,0.004341462797801558,0.004345090718429602,0.004350943885441517,0.00436039833060502,0.004375698912352219,0.004400536945541307,0.00444105940333986,0.004507710758985492,0.004618813137701274,0.004808165673870844,0.005143224846545657,0.005776213939206862,0.007123100908350707,0.01637511841451307,0.06786093435374561,0.28873034486774357,1.4395586262551927,3.417865385074246,5.0254915365712405,4.75733805572508,1.5961201465853043,0.043108026914413886,0.002847874564208497,0.0011918889558909754,0.001006302181444571,0.001
8,42,,0.0034541962829840404,0.0034546774175157145,0.003455452380312872,0.0034567008187524092,0.0034587125473770517,0.003461955635498683,0.0034671874243830756,0.003475636911303899,0.0034893079993286035,0.0035114933958849863,0.003547671901060287,0.003607149513896845,0.0037062820798427092,0.0038755233352788824,0.004177574369061458,0.004767305396559157,0.0066194068911221825,0.02109672887203833,0.09314051225229736,0.39720611595263006,1.0368823572481214,2.2229661566621157,2.877887888941568,2.2756444004627054,1.0679804554249688,0.4779786216032069,0.15810421978403646,0.020997951937886995,0.007432141484654348,0.003748178605009318
8,43,,0.002463839687179446,0.0024640298440938998,0.002464336131418151,0.002464829555738821,0.002465624679481643,0.0024669065824851643,0.0024689750561445625,0.0024723197944156966,0.0024777651435218557,0.002486637745779596,0.002501100107831168,0.002524830732487504,0.002568094335076193,0.002648094603452544,0.002788989455868653,0.0030906610774119967,0.004034478785250166,0.01228509136410173,0.11705657500237254,0.4858404765987012,1.1694934830944697,1.7798750343328347,2.0911480625372265,2.077574541422477,1.7871008361386098,1.356257972052376,0.8777170814758677,0.5043333712212876,0.21067385533397207,0.10903088493140779
8,44,,0.0010541297858962316,0.0010541356942985376,0.0010541452382292855,0.0010541607001785746,0.0010541857142994367,0.001054226198316651,0.001054291766964504,0.0010543980021220736,0.0010648118207391925,0.0011190105217674824,0.0012282460445307893,0.0014099674552008016,0.001700426285268923,0.0021610542035205207,0.002913904206632822,0.004295533095435482,0.008123341606166295,0.029739154475852504,0.1537247376565118,0.44452631469468407,0.9416840307183814,1.6017439184074322,2.2729119674144354,2.809029797411078,3.193855584577823,3.494924458772624,3.7481621269278684,3.9662136688037646,4.155089105587562,4.311946481554628
8,45,,0.0010044258918958373,0.0010044262234790787,0.0010044267574920885,0.0010044276176721227,0.001004429004062832,0.0010044312393283684,0.0010044348413053327,0.0010044406460031814,0.0010193157878180183,0.0010876346739036556,0.0012086520808275176,0.001393778482867218,0.0016626207214755608,0.00205494743393614,0.0027475114996558655,0.0049317720346977656,0.010708718856122462,0.027640399290152332,0.07418128529115159,0.17702687988858826,0.41799107235422933,1.0113632852889578,2.4050599145369893,5.3065141244814304,10.35237633968397,18.111767783329906,29.322691437252562,44.96470346543579,65.89631771532454,92.66680013273228
8,46,,0.0010000542793688915,0.0010000542800601504,0.0010000542811733,0.0010000542829658615,0.0010000542858526194,0.0010000542905017349,0.0010000542979897995,0.001000054310052135,0.0010021653069385759,0.001017253554101878,0.001045261333490689,0.0010846915129237413,0.0011357153495400937,0.0013560160044756501,0.0022479040835021217,0.004879868402452653,0.01278379181553893,0.037588776452740946,0.10601728123552871,0.280986294668604,0.7256091743629092,1.8512354294293147,4.577317903581417,10.622929591460855,22.66298795946368,44.85717547381246,83.26543828000204,146.4449036281996,246.72537829070825,402.0505597786604
8,47,,0.007816182556851292,0.007816732472054114,0.007817618142286351,0.007819044725359974,0.007821342992597362,0.007825046646209893,0.00783101787720144,0.007840652302215126,0.007856216177632607,0.007881408384535936,0.007922315787101593,0.00798908747708571,0.008099005551867294,0.008282503161473337,0.008596117616030735,0.009154260935973052,0.010223035477696466,0.012589065212920247,0.020049235830448545,0.20041397227633925,4.576445571892687,11.443504205298447,19.50361346934563,25.073323348704232,23.518633376754188,5.993199000795245,0.003250870793265187,0.001,0.001,0.001
8,48,,0.002061039070175209,0.002061298048593277,0.002061715202808391,0.0020623872705554033,0.002063470358622605,0.002065216707235735,0.0020680347474083286,0.0020725880533933178,0.0020799605816039612,0.002091938552461178,0.002111506685419641,0.0021437651618452526,0.002197745402434978,0.0022903766894772524,0.002456425601195932,0.002778846650667184,0.0035160117589738272,0.006154287486971039,0.09973923905506533,1.2163599808915115,4.079284334571009,8.255482640867259,13.919497658931848,20.328107920691735,22.861265340027593,9.804445975036526,1.5574906151350563,0.24250894992261451,0.07395565738309243,0.029679715245726577
